Time,8564Left,8564Right,8565Left,8565Right,8566Left,8566Right,8568Left,8568Right,8569Left,8569Right,8570Left,8570Right,8571Left,8571Right,8575Left,8575Right,8576Left,8576Right,8577Left,8577Right,8578Left,8578Right,8579Left,8579Right,8580Left,8580Right,8584Left,8584Right,8587Left,8587Right,8588Left,8588Right,8589Left,8589Right,8590Left,8590Right,8591Left,8591Right,8592Left,8592Right,8593Left,8593Right,8594Left,8594Right,8595Left,8595Right,8596Left,8596Right,8597Left,8597Right,8599Left,8599Right,8603Left,8603Right,8604Left,8604Right,8605Left,8605Right,8606Left,8606Right,8607Left,8607Right,8608Left,8608Right,8609Left,8609Right,8610Left,8610Right,8611Left,8611Right,8612Left,8612Right,8613Left,8613Right,8614Left,8614Right,8615Left,8615Right,8616Left,8616Right,8617Left,8617Right,8618Left,8618Right,8619Left,8619Right,8621Left,8621Right,8622Left,8622Right,8623Left,8623Right,8624Left,8624Right,8625Left,8625Right,8627Left,8627Right,8628Left,8628Right,8629Left,8629Right,8630Left,8630Right,8631Left,8631Right,8632Left,8632Right,8633Left,8633Right,8634Left,8634Right,8635Left,8635Right,8636Left,8636Right,8637Left,8637Right,8638Left,8638Right,8639Left,8639Right,8640Left,8640Right,8641Left,8641Right,8643Left,8643Right,8644Left,8644Right,8645Left,8645Right,8648Left,8648Right,8649Left,8649Right,8650Left,8650Right,8651Left,8651Right,8652Left,8652Right,8653Left,8653Right,8654Left,8654Right,8656Left,8656Right,8657Left,8657Right,8658Left,8658Right
2700,-82,-82,-87,-87,-89,-88,-66,-65,-69,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-84,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-85,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-83,-82,-88,-88,-63,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-88,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-79,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-86,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
2800,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-84,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-83,-82,-88,-88,-63,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-88,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-79,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-86,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
2900,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-83,-82,-88,-88,-63,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-88,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-79,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-86,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3000,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-83,-82,-88,-88,-63,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-88,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3100,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-83,-82,-88,-88,-63,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3200,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-83,-82,-88,-88,-63,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3300,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-85,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-82,-82,-88,-88,-62,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3400,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-67,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-85,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-82,-82,-88,-88,-62,-63,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3500,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-85,-85,-85,-86,-86,-84,-84,-65,-65,-66,-65,-69,-68,-85,-85,-82,-82,-88,-88,-62,-62,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-65,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-82,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3600,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-85,-85,-85,-86,-86,-84,-84,-64,-65,-65,-65,-69,-68,-85,-85,-82,-82,-88,-88,-62,-62,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-64,-64,-69,-69,-75,-75,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-81,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3700,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-85,-85,-85,-86,-86,-84,-84,-64,-65,-65,-65,-69,-68,-85,-85,-82,-82,-88,-88,-62,-62,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-64,-64,-69,-69,-75,-74,-78,-78,-77,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-81,-82,-89,-88,-88,-87,-65,-64,-68,-68,-68,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3800,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-72,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-64,-65,-65,-65,-69,-68,-85,-85,-82,-82,-88,-88,-62,-62,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-64,-64,-69,-69,-75,-74,-78,-78,-76,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-81,-82,-89,-88,-88,-87,-65,-64,-68,-68,-67,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
3900,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-75,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-71,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-64,-65,-65,-65,-69,-68,-85,-85,-82,-82,-87,-88,-62,-62,-68,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-63,-64,-64,-69,-69,-75,-74,-78,-78,-76,-76,-65,-64,-69,-68,-68,-67,-86,-86,-84,-84,-87,-86,-85,-85,-81,-82,-88,-88,-88,-87,-65,-64,-68,-68,-67,-67,-84,-83,-89,-89,-85,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
4000,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-74,-74,-78,-78,-80,-79,-83,-83,-88,-88,-89,-89,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-71,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-64,-65,-65,-65,-69,-68,-85,-85,-82,-82,-87,-88,-62,-62,-67,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-64,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-62,-64,-64,-69,-68,-75,-74,-78,-78,-76,-76,-65,-64,-69,-68,-68,-67,-86,-86,-85,-84,-87,-86,-85,-85,-81,-82,-88,-88,-88,-87,-65,-64,-68,-68,-67,-67,-84,-83,-89,-89,-84,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
4100,-82,-82,-87,-87,-89,-88,-66,-65,-68,-68,-68,-67,-66,-66,-74,-74,-77,-78,-80,-79,-83,-83,-88,-88,-89,-88,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-71,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-64,-65,-65,-65,-69,-68,-85,-85,-82,-82,-87,-88,-62,-62,-67,-67,-68,-67,-68,-67,-73,-73,-79,-78,-78,-77,-65,-64,-66,-65,-63,-63,-81,-81,-86,-86,-85,-84,-85,-85,-87,-87,-88,-87,-63,-62,-64,-64,-69,-68,-75,-74,-78,-78,-76,-76,-65,-64,-69,-68,-68,-67,-85,-86,-85,-84,-87,-86,-85,-85,-81,-82,-88,-88,-88,-87,-65,-64,-68,-68,-67,-67,-84,-83,-89,-89,-84,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
4200,-82,-82,-87,-87,-89,-88,-66,-64,-68,-68,-67,-67,-66,-66,-74,-74,-77,-78,-80,-79,-83,-83,-87,-88,-89,-88,-65,-65,-64,-63,-69,-68,-67,-66,-74,-74,-75,-75,-71,-72,-78,-77,-85,-84,-85,-85,-86,-86,-84,-84,-64,-65,-65,-64,-69,-68,-85,-85,-82,-82,-87,-88,-62,-62,-67,-67,-68,-67,-68,-67,-73,-73,-79,-78,-77,-77,-65,-64,-66,-65,-63,-63,-81,-81,-86,-85,-85,-84,-84,-85,-87,-87,-88,-87,-63,-62,-64,-64,-69,-68,-75,-74,-78,-78,-76,-76,-65,-64,-69,-68,-67,-67,-85,-86,-85,-84,-87,-86,-85,-85,-81,-81,-88,-88,-88,-87,-64,-64,-68,-68,-67,-67,-84,-83,-89,-89,-84,-84,-67,-66,-64,-64,-70,-69,-66,-66,-65,-64,-69,-68,-69,-68
4300,-82,-82,-87,-87,-88,-88,-66,-64,-68,-68,-67,-67,-66,-66,-74,-74,-77,-78,-79,-79,-83,-83,-87,-88,-89,-88,-65,-65,-63,-63,-69,-68,-67,-66,-74,-74,-75,-75,-71,-72,-78,-77,-85,-84,-84,-85,-86,-86,-84,-84,-64,-64,-65,-64,-69,-68,-85,-85,-82,-82,-87,-88,-61,-62,-67,-67,-68,-67,-68,-67,-73,-73,-78,-78,-77,-77,-64,-64,-66,-65,-63,-63,-81,-81,-86,-85,-85,-84,-84,-85,-87,-87,-87,-87,-62,-62,-63,-64,-69,-68,-75,-74,-78,-78,-76,-76,-64,-64,-69,-68,-67,-67,-85,-86,-85,-84,-86,-86,-85,-85,-81,-81,-88,-88,-88,-87,-64,-64,-68,-68,-67,-67,-83,-83,-89,-89,-84,-84,-67,-66,-64,-64,-70,-69,-66,-66,-64,-64,-68,-68,-68,-68
4400,-82,-82,-87,-87,-88,-88,-66,-64,-68,-68,-67,-67,-66,-66,-74,-74,-77,-78,-79,-79,-83,-83,-87,-88,-88,-88,-65,-65,-63,-63,-69,-68,-67,-66,-74,-74,-74,-75,-71,-72,-78,-77,-85,-84,-84,-85,-86,-86,-84,-84,-64,-64,-65,-64,-69,-68,-85,-85,-82,-82,-87,-88,-61,-62,-67,-67,-68,-67,-68,-67,-73,-73,-78,-78,-77,-77,-64,-64,-66,-65,-63,-63,-81,-81,-86,-85,-85,-84,-84,-85,-87,-87,-87,-87,-62,-62,-63,-64,-69,-68,-74,-74,-78,-78,-76,-76,-64,-64,-69,-68,-67,-67,-85,-86,-85,-84,-86,-86,-84,-85,-81,-81,-88,-88,-88,-87,-64,-64,-67,-68,-67,-67,-83,-83,-89,-89,-84,-84,-67,-66,-64,-64,-70,-69,-66,-66,-64,-64,-68,-68,-68,-68
4500,-81,-82,-87,-87,-88,-88,-65,-64,-68,-68,-67,-67,-65,-66,-73,-74,-77,-78,-79,-79,-83,-83,-86,-88,-88,-88,-65,-65,-63,-63,-69,-68,-67,-66,-74,-74,-74,-74,-71,-72,-78,-77,-85,-84,-84,-85,-86,-86,-84,-84,-64,-64,-64,-64,-68,-68,-85,-85,-82,-82,-87,-88,-61,-62,-67,-67,-67,-67,-68,-67,-73,-73,-78,-77,-77,-77,-64,-64,-65,-65,-63,-63,-81,-81,-86,-85,-85,-84,-84,-85,-87,-87,-87,-87,-62,-62,-63,-64,-69,-68,-74,-74,-78,-78,-76,-76,-64,-64,-68,-68,-67,-67,-85,-86,-85,-84,-86,-86,-84,-85,-80,-81,-88,-88,-88,-87,-64,-64,-67,-68,-67,-66,-83,-83,-89,-89,-84,-84,-67,-66,-64,-64,-69,-69,-66,-66,-64,-64,-68,-68,-68,-68
4600,-81,-82,-87,-87,-88,-88,-65,-64,-68,-68,-67,-67,-65,-66,-73,-74,-77,-78,-79,-79,-83,-83,-86,-88,-88,-88,-65,-65,-63,-63,-69,-68,-67,-66,-74,-74,-74,-74,-71,-72,-77,-77,-85,-84,-84,-85,-86,-86,-84,-84,-63,-64,-64,-64,-68,-68,-85,-85,-81,-82,-87,-88,-61,-62,-67,-67,-67,-67,-68,-67,-73,-73,-78,-77,-77,-77,-64,-64,-65,-65,-63,-63,-81,-81,-86,-85,-85,-84,-84,-85,-87,-87,-87,-87,-62,-62,-63,-64,-69,-68,-74,-74,-78,-77,-76,-76,-64,-64,-68,-68,-67,-67,-85,-86,-85,-84,-86,-86,-84,-84,-80,-81,-88,-87,-88,-87,-64,-64,-67,-67,-67,-66,-83,-83,-89,-89,-84,-84,-67,-66,-64,-64,-69,-69,-66,-66,-64,-64,-68,-68,-68,-68
4700,-81,-82,-87,-86,-88,-88,-65,-64,-68,-67,-67,-67,-65,-66,-73,-74,-77,-77,-79,-79,-82,-83,-86,-88,-88,-88,-64,-65,-63,-63,-69,-68,-66,-66,-74,-74,-74,-74,-71,-72,-77,-77,-85,-84,-84,-85,-85,-86,-84,-84,-63,-64,-64,-64,-68,-68,-85,-85,-81,-82,-87,-88,-61,-62,-67,-67,-67,-66,-68,-67,-73,-73,-78,-77,-77,-77,-64,-64,-65,-65,-63,-63,-81,-81,-86,-85,-85,-84,-84,-85,-87,-87,-87,-87,-62,-62,-63,-64,-69,-68,-74,-74,-78,-77,-76,-76,-64,-64,-68,-68,-67,-67,-85,-85,-84,-84,-86,-86,-84,-84,-80,-81,-88,-87,-88,-87,-64,-64,-67,-67,-67,-66,-83,-83,-89,-89,-84,-84,-67,-66,-64,-64,-69,-68,-66,-66,-64,-64,-68,-68,-68,-68
4800,-81,-82,-87,-86,-88,-88,-65,-64,-68,-67,-67,-67,-65,-66,-73,-74,-77,-77,-79,-78,-82,-83,-86,-87,-88,-88,-64,-65,-62,-63,-69,-68,-66,-66,-74,-73,-74,-74,-70,-72,-77,-77,-85,-84,-84,-85,-85,-86,-84,-84,-63,-64,-64,-64,-68,-68,-85,-85,-81,-81,-86,-88,-61,-62,-67,-67,-67,-66,-68,-67,-73,-72,-78,-77,-77,-77,-64,-64,-65,-65,-63,-62,-81,-81,-86,-85,-85,-84,-84,-84,-87,-86,-87,-87,-61,-62,-63,-64,-68,-68,-74,-74,-78,-77,-76,-76,-64,-64,-68,-68,-67,-67,-85,-85,-84,-84,-86,-86,-84,-84,-80,-81,-88,-87,-87,-87,-64,-64,-67,-67,-66,-66,-83,-83,-89,-89,-84,-84,-67,-66,-63,-64,-69,-68,-66,-66,-64,-64,-68,-68,-68,-68
4900,-81,-82,-87,-86,-88,-88,-65,-64,-68,-67,-67,-66,-65,-66,-73,-74,-77,-77,-79,-78,-82,-83,-86,-87,-87,-88,-64,-65,-62,-63,-69,-68,-66,-66,-74,-73,-74,-74,-70,-72,-77,-77,-85,-84,-84,-84,-85,-85,-83,-84,-63,-64,-64,-64,-68,-68,-84,-85,-81,-81,-86,-87,-61,-62,-66,-67,-67,-66,-68,-67,-73,-72,-78,-77,-77,-77,-64,-64,-65,-65,-63,-62,-81,-81,-85,-85,-85,-84,-84,-84,-87,-86,-87,-87,-61,-62,-63,-64,-68,-68,-74,-74,-77,-77,-75,-76,-64,-64,-68,-68,-67,-67,-85,-85,-84,-84,-86,-86,-83,-84,-80,-81,-87,-87,-87,-87,-64,-64,-66,-67,-66,-66,-83,-83,-89,-89,-84,-84,-67,-66,-63,-64,-69,-68,-66,-66,-64,-64,-68,-68,-68,-68
5000,-81,-82,-86,-86,-88,-87,-64,-64,-67,-67,-67,-66,-64,-66,-72,-74,-76,-77,-79,-78,-82,-83,-86,-87,-87,-88,-64,-65,-62,-63,-68,-68,-66,-66,-74,-73,-74,-74,-70,-72,-77,-77,-85,-84,-84,-84,-85,-85,-83,-84,-63,-64,-63,-64,-68,-68,-84,-85,-81,-81,-86,-87,-61,-62,-66,-66,-66,-66,-68,-67,-73,-72,-78,-77,-77,-77,-64,-64,-65,-65,-63,-62,-81,-81,-85,-85,-85,-84,-84,-84,-87,-86,-87,-87,-61,-62,-63,-64,-68,-68,-74,-74,-77,-77,-75,-76,-64,-64,-68,-68,-67,-67,-85,-85,-84,-84,-86,-86,-83,-84,-79,-81,-87,-87,-87,-87,-64,-64,-66,-67,-66,-66,-83,-83,-88,-89,-83,-84,-67,-66,-63,-64,-68,-68,-66,-66,-64,-63,-68,-68,-68,-68
5100,-81,-82,-86,-86,-88,-87,-64,-64,-67,-67,-67,-66,-64,-65,-72,-73,-76,-77,-78,-78,-82,-83,-86,-87,-87,-88,-64,-65,-62,-63,-68,-68,-66,-66,-73,-73,-74,-74,-70,-72,-77,-77,-84,-84,-84,-84,-85,-85,-83,-83,-63,-64,-63,-64,-68,-68,-84,-85,-80,-81,-85,-87,-61,-62,-66,-66,-66,-66,-67,-67,-72,-72,-78,-77,-76,-77,-64,-64,-65,-65,-62,-62,-81,-81,-85,-85,-85,-83,-84,-84,-86,-86,-86,-87,-61,-62,-61,-64,-68,-68,-74,-73,-77,-77,-75,-75,-64,-64,-68,-68,-67,-67,-85,-85,-84,-84,-86,-86,-83,-84,-79,-80,-87,-87,-87,-87,-64,-64,-66,-67,-66,-66,-83,-83,-88,-88,-83,-84,-67,-66,-63,-64,-68,-68,-66,-66,-64,-63,-68,-68,-68,-68
5200,-81,-82,-86,-86,-88,-87,-64,-64,-67,-67,-66,-66,-64,-65,-72,-73,-76,-77,-78,-78,-82,-83,-86,-87,-87,-88,-64,-65,-62,-63,-68,-68,-66,-66,-73,-73,-74,-74,-70,-72,-77,-77,-84,-84,-83,-84,-84,-85,-83,-83,-63,-63,-63,-64,-68,-68,-84,-85,-80,-81,-85,-87,-60,-62,-66,-66,-66,-66,-67,-67,-72,-72,-77,-77,-76,-77,-64,-64,-65,-65,-62,-62,-80,-81,-85,-85,-85,-83,-83,-84,-86,-86,-86,-87,-61,-62,-61,-64,-68,-68,-74,-73,-77,-77,-75,-75,-63,-64,-68,-68,-66,-67,-85,-85,-84,-84,-85,-86,-83,-84,-79,-80,-87,-87,-87,-87,-63,-64,-66,-67,-65,-66,-83,-83,-88,-88,-83,-84,-67,-66,-63,-64,-68,-68,-66,-66,-64,-63,-67,-68,-68,-68
5300,-81,-82,-86,-86,-87,-87,-64,-64,-67,-67,-66,-66,-64,-65,-72,-73,-76,-77,-78,-78,-82,-83,-86,-87,-87,-88,-64,-65,-62,-63,-68,-67,-66,-65,-73,-73,-73,-74,-70,-72,-77,-77,-84,-84,-83,-84,-84,-85,-83,-83,-63,-63,-63,-64,-68,-68,-83,-85,-80,-81,-85,-87,-60,-61,-66,-66,-66,-66,-67,-67,-72,-72,-77,-77,-76,-77,-63,-64,-65,-65,-62,-62,-80,-81,-85,-85,-85,-83,-83,-84,-86,-86,-86,-87,-60,-62,-61,-64,-68,-68,-74,-73,-76,-77,-75,-75,-63,-64,-68,-68,-66,-66,-85,-85,-84,-84,-85,-85,-82,-84,-79,-80,-87,-87,-87,-87,-63,-63,-65,-67,-65,-66,-82,-83,-88,-88,-83,-84,-66,-66,-63,-64,-68,-68,-65,-66,-63,-63,-67,-68,-68,-68
5400,-80,-82,-86,-86,-87,-87,-64,-64,-67,-67,-66,-66,-63,-65,-71,-73,-76,-77,-78,-78,-82,-83,-84,-87,-87,-87,-64,-65,-62,-63,-68,-67,-66,-65,-73,-73,-73,-74,-70,-71,-77,-77,-84,-84,-83,-84,-84,-85,-82,-83,-63,-63,-63,-64,-68,-68,-83,-85,-80,-81,-85,-87,-60,-61,-65,-66,-66,-66,-67,-67,-72,-72,-77,-77,-76,-77,-63,-63,-65,-65,-62,-62,-80,-80,-85,-85,-84,-83,-83,-84,-86,-86,-86,-86,-60,-62,-61,-64,-68,-68,-73,-73,-76,-77,-74,-75,-63,-63,-67,-68,-66,-66,-85,-85,-84,-84,-85,-85,-82,-84,-79,-80,-86,-87,-87,-87,-63,-63,-65,-67,-65,-65,-82,-82,-88,-88,-82,-84,-66,-66,-63,-64,-68,-68,-65,-66,-63,-63,-67,-68,-68,-68
